시군구코드,접수년도,처리구분,접수번호,물건번호,상세물건번호,변경구분,공개반영일,읍면동코드,시군구명,읍면동리명,용도지역코드,용도지역명,건물구분,계약일,전용면적,대지권면적,층수,지분거래구분,거래금액,건축년도,건물주용도코드,건물주용도명,해제여부,해제사유,해제사유발생일,중개구분,중개업소주소,매도자거래주체정보,매수자거래주체정보,신고번호,물건번호
41273,2024,4,1705,1,1,,,4127310300,경기도 안산시단원구,신길동,UQA320,일반공업,집합,20240122,54,,,전체거래,84437,2020,04002,제2종근린생활,C,계약해제,20240319,직거래,,법인,개인,32388919,1
41273,2024,4,817,1,1,,,4127310400,경기도 안산시단원구,성곡동,UQA220,일반상업,집합,20240120,29.01,,26,전체거래,10300,2023,15002,숙박,2,추가입력완료,,중개거래,경기 안산시단원구,개인,개인,32388888,1
41273,2024,4,1698,1,1,,,4127310100,경기도 안산시단원구,고잔동,UQA210,중심상업,집합,20240116,42.64,,,전체거래,22000,2001,04001,제2종근린생활,2,추가입력완료,,중개거래,경기 안산시단원구,개인,개인,32388886,1
41273,2024,4,1723,1,1,,,4127310700,경기도 안산시단원구,초지동,UQA130,준주거,집합,20240201,42.84,,,전체거래,8000,2004,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,32388884,1
41273,2024,4,1680,1,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20240201,13.32,,,전체거래,4000,1992,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,32388873,1
41273,2024,4,1682,1,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20240201,9,,,전체거래,5420,1992,04999,제2종근린생활,2,추가입력완료,,직거래,,법인,개인,32388868,1
41273,2024,4,1693,1,1,,,4127310800,경기도 안산시단원구,원곡동,UQA220,일반상업,집합,20240201,27.7,,,전체거래,2750,1989,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,32388866,1
41273,2024,4,1681,1,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20240201,9,,,전체거래,3500,1992,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,32388863,1
41463,2024,4,847,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248599,1
41463,2024,4,874,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248598,1
41463,2024,4,853,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,23.79,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248596,1
41463,2024,4,966,1,1,,,4146311200,경기도 용인시기흥구,언남동,UQA123,제3종일반주거,집합,20240106,53.61,,,전체거래,8000,,04999,제2종근린생활,2,추가입력완료,,중개거래,경기 용인시기흥구,개인,개인,23248713,1
41463,2024,4,922,1,1,,,4146310500,경기도 용인시기흥구,보라동,UQA122,제2종일반주거,집합,20240127,25.46,,2,전체거래,18700,2019,04999,제2종근린생활,2,추가입력완료,,중개거래,경기 용인시기흥구,개인,개인,23248679,1
41463,2024,4,944,1,1,,,4146311500,경기도 용인시기흥구,동백동,UQA230,근린상업,집합,20240203,21.06,,,전체거래,22000,,03001,제1종근린생활,2,추가입력완료,,중개거래,경기 용인시기흥구,개인,개인,23248676,1
41463,2024,4,949,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA410,보전녹지,집합,20240126,60,,12,전체거래,64500,2019,11201,기타,2,추가입력완료,,중개거래,경기 용인기흥구,개인,개인,23248661,1
41463,2024,4,948,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA410,보전녹지,집합,20240129,59.85,,9,전체거래,50500,2019,11201,기타,2,추가입력완료,,중개거래,경기 용인시기흥구,개인,개인,23248656,1
41463,2024,4,850,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248643,1
41463,2024,4,839,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,5,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248641,1
41463,2024,4,873,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,24.44,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248640,1
41463,2024,4,879,1,1,,,4146310600,경기도 용인시기흥구,지곡동,UQA122,제2종일반주거,집합,20240201,40.32,,,전체거래,14000,,03001,제1종근린생활,2,추가입력완료,,중개거래,경기 용인시기흥구,개인,개인,23248639,1
41273,2024,4,322,2,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20231223,102.4,,,전체거래,22400,2004,03999,제1종근린생활,2,추가입력완료,,중개거래,경기 안산단원구,,,32387598,2
41273,2024,4,322,3,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20231223,102.4,,,전체거래,22400,2004,03999,제1종근린생활,2,추가입력완료,,중개거래,경기 안산단원구,,,32387598,3
41273,2024,4,317,1,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20231211,40,,,전체거래,80000,1989,04999,제2종근린생활,2,추가입력완료,,직거래,,,,32387593,1
41273,2024,4,198,1,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20231204,102.4,,9,전체거래,26000,2004,04999,제2종근린생활,2,추가입력완료,,중개거래,경기 화성시,,,32387528,1
41273,2024,4,231,1,1,,,4127310100,경기도 안산시단원구,고잔동,UQA210,중심상업,집합,20231226,36.74,,1,전체거래,27800,2003,03999,제1종근린생활,2,추가입력완료,,직거래,,,,32387524,1
41273,2024,4,231,2,1,,,4127310100,경기도 안산시단원구,고잔동,UQA210,중심상업,집합,20231226,53.86,,1,전체거래,40800,2003,03999,제1종근린생활,2,추가입력완료,,직거래,,,,32387524,2
41273,2024,4,231,3,1,,,4127310100,경기도 안산시단원구,고잔동,UQA210,중심상업,집합,20231226,34.02,,1,전체거래,25700,2003,03999,제1종근린생활,2,추가입력완료,,직거래,,,,32387524,3
41273,2024,4,231,4,1,,,4127310100,경기도 안산시단원구,고잔동,UQA210,중심상업,집합,20231226,34.02,,1,전체거래,25700,2003,03999,제1종근린생활,2,추가입력완료,,직거래,,,,32387524,4
41273,2024,4,241,1,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20231223,70.4,,,전체거래,15200,2004,03999,제1종근린생활,C,계약해제,20240105,중개거래,경기 안산단원구,,,32387449,1
41273,2024,4,241,2,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20231223,102.4,,,전체거래,22400,2004,03999,제1종근린생활,C,계약해제,20240105,중개거래,경기 안산단원구,,,32387449,2
41273,2024,4,241,3,1,,,4127310100,경기도 안산시단원구,고잔동,UQA220,일반상업,집합,20231223,102.4,,,전체거래,22400,2004,03999,제1종근린생활,C,계약해제,20240105,중개거래,경기 안산단원구,,,32387449,3
41273,2024,4,160,1,1,,,4127310300,경기도 안산시단원구,신길동,UQA320,일반공업,집합,20231213,60.08,,10,전체거래,19000,2006,04999,제2종근린생활,2,추가입력완료,,중개거래,경기 안산단원구,,,32387417,1
41273,2024,4,197,1,1,,,4127310800,경기도 안산시단원구,원곡동,UQA220,일반상업,집합,20231227,20.45,,,전체거래,3000,1989,07201,판매,2,추가입력완료,,중개거래,경기 안산단원구 서울 강북구,,,32387414,1
41273,2024,4,155,1,1,,,4127310100,경기도 안산시단원구,고잔동,UQA210,중심상업,집합,20231218,102.5,,4,전체거래,24000,2003,04999,제2종근린생활,C,계약해제,20240111,중개거래,경기 안산단원구,,,32387413,1
41463,2024,4,2729,1,1,C,20240426041731,4146311600,경기도용인시기흥구,중동,UQA410,보전녹지,집합,20240411,74.32,,12,,42200,2019,11201,기타,2,추가입력완료,,직거래,,개인,개인,105872765,1
41150,2024,4,3138,1,1,C,20240426041731,4115010100,경기도의정부시,의정부동,UQA220,일반상업,일반,20240327,870.41,161.6,,,353118,,15002,숙박,2,추가입력완료,,직거래,,개인,법인,105849791,1
41463,2024,4,859,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,4,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248638,1
41463,2024,4,864,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,8,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248637,1
41463,2024,4,866,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,8,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248635,1
41463,2024,4,870,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,21.37,,2,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248632,1
41463,2024,4,861,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,5,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248631,1
41463,2024,4,876,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,5,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248630,1
41463,2024,4,878,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,5,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248629,1
41463,2024,4,872,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,21.37,,4,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248628,1
41463,2024,4,857,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,4,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248626,1
41463,2024,4,848,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248622,1
41463,2024,4,869,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,21.27,,4,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248618,1
41463,2024,4,867,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,23.67,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248616,1
41463,2024,4,871,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248615,1
41463,2024,4,852,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,21.27,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248614,1
41463,2024,4,863,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,20.58,,3,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248611,1
41463,2024,4,846,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,23.79,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248610,1
41463,2024,4,862,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.75,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248609,1
41463,2024,4,856,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,4,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248608,1
41463,2024,4,877,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248606,1
41463,2024,4,841,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,21.27,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248600,1
41630,2024,4,2694,1,1,U,20240426041731,4163011400,경기도양주시,옥정동,UQA210,중심상업,집합,20240419,52.64,,5,,12500,2017,03005,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,101258440,1
41463,2024,4,191,1,1,,,4146311200,경기도 용인시기흥구,언남동,UQA121,제1종일반주거,일반,20231215,999.06,852,,전체거래,383154,1998,04999,제2종근린생활,2,추가입력완료,,직거래,,,,23248048,1
41463,2024,4,200,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA410,보전녹지,집합,20231227,60,,2,전체거래,61500,2019,11201,기타,2,추가입력완료,,중개거래,경기 용인기흥구,,,23248039,1
41463,2024,4,84,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA410,보전녹지,집합,20231222,60,,13,전체거래,62500,2019,11201,기타,2,추가입력완료,,중개거래,경기 용인시기흥구,,,23247970,1
41463,2024,4,21,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA220,일반상업,집합,20231228,20.26,,6,전체거래,1000,2006,07999,판매,2,추가입력완료,,직거래,,,,23247922,1
41463,2024,4,27,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA410,보전녹지,집합,20231228,74.32,,7,전체거래,73500,2019,11201,기타,2,추가입력완료,,중개거래,경기 용인시기흥구,,,23247909,1
41463,2024,4,15,1,1,,,4146310900,경기도 용인시기흥구,농서동,UQA130,준주거,집합,20231228,29.64,,1,전체거래,20356,2020,03999,제1종근린생활,2,추가입력완료,,직거래,,,,23247902,1
41463,2024,4,15,2,1,,,4146310900,경기도 용인시기흥구,농서동,UQA130,준주거,집합,20231228,29.13,,1,전체거래,20015,2020,03999,제1종근린생활,2,추가입력완료,,직거래,,,,23247902,2
41463,2024,4,15,3,1,,,4146310900,경기도 용인시기흥구,농서동,UQA130,준주거,집합,20231228,29.13,,1,전체거래,20015,2020,03999,제1종근린생활,2,추가입력완료,,직거래,,,,23247902,3
41463,2024,4,15,4,1,,,4146310900,경기도 용인시기흥구,농서동,UQA130,준주거,집합,20231228,31.5,,1,전체거래,24156,2020,03999,제1종근린생활,2,추가입력완료,,직거래,,,,23247902,4
41463,2024,4,9,1,1,,,4146311800,경기도 용인시기흥구,보정동,UQA220,일반상업,집합,20231218,21.06,,1,전체거래,25060,2005,04001,제2종근린생활,2,추가입력완료,,직거래,,,,23247899,1
41463,2024,4,722,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248534,1
41463,2024,4,740,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA220,일반상업,집합,20240130,77.91,,2,전체거래,22500,2006,04001,제2종근린생활,2,추가입력완료,,중개거래,경기 용인기흥구,개인,개인,23248529,1
41463,2024,4,715,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,20.58,,5,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248500,1
41463,2024,4,670,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA230,근린상업,집합,20240105,50.23,,1,전체거래,35200,2017,04999,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,23248476,1
41463,2024,4,719,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248471,1
41463,2024,4,671,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA230,근린상업,집합,20240105,178.79,,2,전체거래,51600,2017,04999,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,23248467,1
41463,2024,4,712,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,4,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248465,1
41463,2024,4,691,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248464,1
41463,2024,4,718,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,8,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248447,1
41463,2024,4,653,1,1,,,4146311800,경기도 용인시기흥구,보정동,UQA220,일반상업,집합,20240122,159.84,,5,전체거래,62461,2005,03005,제1종근린생활,2,추가입력완료,,중개거래,경기 용인시기흥구,개인,개인,23248423,1
41463,2024,4,575,1,1,,,4146310200,경기도 용인시기흥구,구갈동,UQA220,일반상업,집합,20240124,77.77,,2,전체거래,20000,2003,03999,제1종근린생활,2,추가입력완료,,중개거래,경기 용인기흥구,개인,개인,23248371,1
41463,2024,4,543,1,1,,,4146311800,경기도 용인시기흥구,보정동,UQA220,일반상업,집합,20240119,57.57,,1,전체거래,100000,2006,04001,제2종근린생활,2,추가입력완료,,중개거래,경기 용인기흥구,개인,개인,23248358,1
41463,2024,4,560,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA220,일반상업,집합,20240125,54.6,,4,전체거래,18500,2006,03001,제1종근린생활,C,계약해제,20240129,중개거래,경기 성남분당구,개인,개인,23248354,1
41463,2024,4,521,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA220,일반상업,집합,20240103,54.6,,4,전체거래,18500,2006,03001,제1종근린생활,C,계약해제,20240125,중개거래,경기 성남분당구,개인,개인,23248321,1
41463,2024,4,843,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,21.27,,8,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248594,1
41287,2024,4,1273,1,1,U,20240426041731,4128710100,경기도고양시일산서구,일산동,UQA122,제2종일반주거,집합,20240405,52,,1,,88852,2020,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,103725562,1
41463,2024,4,858,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,4,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248593,1
41463,2024,4,865,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,8,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248591,1
41463,2024,4,851,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248587,1
41463,2024,4,875,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248586,1
41463,2024,4,855,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,5,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248582,1
41463,2024,4,830,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,5,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248571,1
41463,2024,4,596,1,1,,,4146311100,경기도 용인시기흥구,영덕동,UQA220,일반상업,집합,20240115,119.19,,7,전체거래,17700,2009,04402,제2종근린생활,C,계약해제,20240318,중개거래,경기 용인시기흥구,개인,법인,23248570,1
41463,2024,4,834,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,7,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248563,1
41463,2024,4,835,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,8,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248549,1
41463,2024,4,829,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,21.37,,5,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,개인,23248543,1
41463,2024,4,832,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,23.79,,8,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248541,1
41463,2024,4,833,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,21.37,,3,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248537,1
41135,2024,4,2240,1,1,U,20240426041731,4113511400,경기도성남시분당구,구미동,OTHERS,기타,집합,20240318,40.34,,1,,14000,2004,07999,판매,2,추가입력완료,,중개거래,,개인,법인,99017130,1
41480,2024,4,4798,1,1,U,20240426041731,4148012300,경기도파주시,금릉동,UQA430,자연녹지,일반,20240415,150.86,830,,,100000,2002,04001,제2종근린생활,2,추가입력완료,,중개거래,,개인,개인,98889117,1
41590,2024,4,12991,1,1,U,20240426041731,4159013600,경기도화성시,장지동,UQB200,생산관리,일반,20240418,167,840,,,80215,,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,법인,100690371,1
41590,2024,4,13092,1,1,U,20240426041731,4159012700,경기도화성시,반송동,UQA220,일반상업,집합,20240417,733.9,,,,300000,,07999,판매,C,계약해제,20240425,직거래,,법인,법인,101588476,1
41250,2024,4,700,1,1,U,20240426041731,4125010200,경기도동두천시,지행동,UQA220,일반상업,집합,20240320,373.07,,8,,32500,2004,10003,교육연구,2,추가입력완료,,중개거래,,개인,법인,101537471,1
41670,2024,4,1802,1,1,U,20240426041731,4167011200,경기도여주시,상거동,UQB100,계획관리,집합,20240419,120.62,,2,,24000,2012,03001,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,101458465,1
41135,2024,4,4405,1,1,U,20240630040209,4113510300,경기도성남시분당구,정자동,UQA122,제2종일반주거,집합,20240624,41.61,,,,28000,2005,11201,기타,2,추가입력완료,,직거래,,개인,개인,136139910,1
41194,2024,4,4110,1,1,U,20240630040209,4119410300,경기도부천시소사구,범박동,UQA123,제3종일반주거,집합,20240619,22.28,,,,3900,2005,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,136133909,1
41194,2024,4,4109,1,1,U,20240630040209,4119410300,경기도부천시소사구,범박동,UQA123,제3종일반주거,집합,20240619,23.1,,,,4500,2005,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,136122908,1
41194,2024,4,4105,1,1,U,20240630040209,4119410300,경기도부천시소사구,범박동,UQA123,제3종일반주거,집합,20240619,19.06,,,,3900,2005,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,136122907,1
41194,2024,4,4108,1,1,U,20240630040209,4119410300,경기도부천시소사구,범박동,UQA123,제3종일반주거,집합,20240619,23.1,,,,3700,2005,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,136114905,1
41194,2024,4,4106,1,1,U,20240630040209,4119410300,경기도부천시소사구,범박동,UQA123,제3종일반주거,집합,20240619,19.06,,,,2750,2005,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,136114904,1
41194,2024,4,4103,1,1,U,20240630040209,4119410300,경기도부천시소사구,범박동,UQA123,제3종일반주거,집합,20240619,18.19,,,,2250,2005,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,136112901,1
41480,2024,4,7818,1,1,U,20240630040209,4148010100,경기도파주시,금촌동,UQA220,일반상업,일반,20240624,18.22,17,,,3000,,03999,제1종근린생활,2,추가입력완료,,직거래,,개인,개인,136105889,1
41830,2024,4,2271,1,1,U,20240426041731,4183034023,경기도양평군,옥천면 신복리,UQB100,계획관리,집합,20240416,45,,36,,1220,1988,15205,숙박,2,추가입력완료,,직거래,,개인,법인,99319193,1
41220,2024,4,9147,1,1,U,20240426041731,4122011900,경기도평택시,동삭동,OTHERS,기타,집합,20240401,60.41,,1,,68943,2020,03001,제1종근린생활,2,추가입력완료,,직거래,,법인,개인,101564469,1
41630,2024,4,2803,1,1,C,20240426041731,4163031023,경기도양주시,은현면 운암리,UQA430,자연녹지,일반,20240320,1748,1161,,,155000,2016,04005,제2종근린생활,C,계약해제,20240425,중개거래,,개인,법인,104651643,1
41360,2024,4,3652,1,1,U,20240426041731,4136025624,경기도남양주시,화도읍 구암리,UQB100,계획관리,일반,20240403,199.59,361,,,73000,2001,04001,제2종근린생활,2,추가입력완료,,직거래,,개인,개인,92574249,1
41463,2024,4,522,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240106,18.36,,4,전체거래,11400,,15002,숙박,2,추가입력완료,,중개거래,경기 용인시기흥구,개인,개인,23248318,1
41463,2024,4,401,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240105,22.9,,6,전체거래,16000,2016,15104,숙박,2,추가입력완료,,중개거래,경기 수원영통구,개인,법인,23248314,1
41463,2024,4,513,1,1,,,4146311000,경기도 용인시기흥구,서천동,UQA230,근린상업,집합,20240109,18.36,,6,전체거래,12000,,15002,숙박,2,추가입력완료,,중개거래,경기 용인시기흥구,개인,개인,23248313,1
41463,2024,4,528,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA220,일반상업,집합,20231228,45.82,,,지분거래,15000,2006,07201,판매,2,추가입력완료,,직거래,,,,23248304,1
41463,2024,4,450,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA410,보전녹지,집합,20231229,74.32,,10,전체거래,67000,2019,11201,기타,2,추가입력완료,,중개거래,경기 용인시기흥구,,,23248298,1
41463,2024,4,451,1,1,,,4146311100,경기도 용인시기흥구,영덕동,UQA220,일반상업,집합,20240118,103.35,,,전체거래,24800,2009,10003,교육연구,2,추가입력완료,,중개거래,경기 용인기흥구,개인,개인,23248289,1
41463,2024,4,408,1,1,,,4146311800,경기도 용인시기흥구,보정동,UQA220,일반상업,집합,20231228,45.21,,1,전체거래,15000,2006,04001,제2종근린생활,2,추가입력완료,,중개거래,경기 용인기흥구,,,23248251,1
41463,2024,4,393,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA220,일반상업,집합,20231229,40.5,,,전체거래,9000,2006,03027,제1종근린생활,2,추가입력완료,,중개거래,충남 천안서북구,,,23248230,1
41463,2024,4,375,1,1,,,4146311600,경기도 용인시기흥구,중동,UQA122,제2종일반주거,집합,20240117,36.68,,2,전체거래,11900,2006,03999,제1종근린생활,2,추가입력완료,,중개거래,경기 용인기흥구,개인,개인,23248199,1
